iter	Passed	Remaining
1729	2833	13545
1730	2835	13541
1731	2836	13538
1732	2838	13538
1733	2839	13536
1734	2841	13532
1735	2842	13529
1736	2843	13525
1737	2844	13521
1738	2845	13517
1739	2847	13514
1740	2848	13511
1741	2849	13508
1742	2851	13507
1743	2853	13504
1744	2854	13502
1745	2855	13498
1746	2857	13496
1747	2858	13493
1748	2859	13489
1749	2860	13485
1750	2862	13482
1751	2863	13479
1752	2867	13487
1753	2868	13484
1754	2869	13480
1755	2870	13476
1756	2872	13473
1757	2873	13470
1758	2874	13466
1759	2876	13464
1760	2877	13460
1761	2878	13457
1762	2880	13457
1763	2882	13455
1764	2883	13451
1765	2884	13448
1766	2885	13444
1767	2887	13441
1768	2888	13438
1769	2889	13435
1770	2891	13432
1771	2892	13430
1772	2894	13429
1773	2895	13426
1774	2897	13423
1775	2898	13420
1776	2899	13417
1777	2901	13415
1778	2902	13411
1779	2903	13407
1780	2905	13405
1781	2906	13401
1782	2908	13403
1783	2910	13400
1784	2911	13396
1785	2912	13393
1786	2914	13391
1787	2915	13387
1788	2916	13385
1789	2918	13382
1790	2919	13379
1791	2920	13377
1792	2922	13377
1793	2924	13374
1794	2925	13371
1795	2926	13368
1796	2928	13365
1797	2929	13364
1798	2931	13360
1799	2932	13358
1800	2933	13355
1801	2935	13354
1802	2937	13352
1803	2938	13350
1804	2940	13348
1805	2942	13347
1806	2943	13345
1807	2945	13343
1808	2947	13343
1809	2950	13349
1810	2952	13347
1811	2953	13345
1812	2954	13342
1813	2956	13338
1814	2957	13336
1815	2958	13332
1816	2960	13329
1817	2961	13325
1818	2962	13322
1819	2964	13323
1820	2966	13321
1821	2967	13317
1822	2968	13314
1823	2969	13310
1824	2971	13307
1825	2972	13304
1826	2973	13300
1827	2974	13297
1828	2976	13295
1829	2978	13294
1830	2979	13291
1831	2981	13289
1832	2982	13286
1833	2983	13284
1834	2985	13280
1835	2986	13277
1836	2987	13274
1837	2988	13271
1838	2990	13267
1839	2992	13269
1840	2993	13265
1841	2994	13262
1842	2996	13258
1843	2997	13256
1844	2998	13252
1845	3000	13250
1846	3001	13247
1847	3002	13243
1848	3003	13240
1849	3005	13240
1850	3007	13237
1851	3008	13234
1852	3009	13231
1853	3011	13228
1854	3012	13225
1855	3013	13221
1856	3014	13219
1857	3016	13216
1858	3017	13213
1859	3019	13213
1860	3021	13210
1861	3022	13207
1862	3023	13203
1863	3025	13202
1864	3026	13200
1865	3027	13196
1866	3028	13193
1867	3030	13189
1868	3031	13187
1869	3034	13191
1870	3035	13188
1871	3037	13184
1872	3038	13181
1873	3039	13178
1874	3040	13175
1875	3042	13172
1876	3043	13169
1877	3044	13165
1878	3045	13162
1879	3047	13162
1880	3049	13159
1881	3050	13156
1882	3051	13153
1883	3052	13150
1884	3054	13146
1885	3055	13143
1886	3056	13140
1887	3058	13137
1888	3059	13134
1889	3061	13134
1890	3062	13131
1891	3063	13128
1892	3065	13125
1893	3066	13123
1894	3068	13122
1895	3069	13119
1896	3071	13116
1897	3072	13112
1898	3073	13109
1899	3076	13112
1900	3077	13109
1901	3078	13106
1902	3079	13102
1903	3081	13099
1904	3082	13095
1905	3083	13093
1906	3084	13090
1907	3086	13089
1908	3088	13087
1909	3090	13087
1910	3091	13086
1911	3093	13083
1912	3094	13081
1913	3096	13079
1914	3098	13079
1915	3100	13078
1916	3102	13080
1917	3104	13078
1918	3105	13076
1919	3106	13073
1920	3108	13071
1921	3109	13068
1922	3110	13064
1923	3112	13061
1924	3113	13058
1925	3114	13055
1926	3116	13056
1927	3118	13054
1928	3119	13051
1929	3120	13047
1930	3121	13044
1931	3123	13040
1932	3124	13038
1933	3125	13035
1934	3127	13032
1935	3128	13028
1936	3129	13025
1937	3131	13026
1938	3133	13023
1939	3134	13020
1940	3135	13017
1941	3136	13014
1942	3138	13011
1943	3139	13008
1944	3140	13006
1945	3142	13003
1946	3143	13001
1947	3145	13000
1948	3146	12996
1949	3148	12994
1950	3149	12991
1951	3150	12989
1952	3152	12986
1953	3153	12982
1954	3154	12980
1955	3156	12977
1956	3157	12974
1957	3159	12976
1958	3160	12973
1959	3162	12969
1960	3163	12966
1961	3164	12964
1962	3166	12961
1963	3167	12959
1964	3168	12956
1965	3170	12953
1966	3172	12952
1967	3173	12952
1968	3175	12949
1969	3176	12946
1970	3177	12943
1971	3179	12940
1972	3180	12936
1973	3181	12934
1974	3182	12930
1975	3184	12928
1976	3185	12926
1977	3187	12925
1978	3188	12922
1979	3190	12919
1980	3191	12916
1981	3192	12914
1982	3194	12911
1983	3195	12908
1984	3196	12904
1985	3197	12901
1986	3198	12898
1987	3201	12900
1988	3202	12898
1989	3204	12894
1990	3205	12892
1991	3206	12889
1992	3207	12886
1993	3209	12884
1994	3210	12880
1995	3211	12878
1996	3213	12875
1997	3215	12875
1998	3216	12873
1999	3218	12871
2000	3219	12867
2001	3220	12864
2002	3221	12861
2003	3222	12858
2004	3225	12861
2005	3227	12859
2006	3229	12858
2007	3230	12855
2008	3231	12853
2009	3233	12850
2010	3234	12847
2011	3235	12844
2012	3236	12841
2013	3238	12839
2014	3239	12836
2015	3241	12834
2016	3243	12836
2017	3246	12837
2018	3247	12836
2019	3249	12835
2020	3250	12832
2021	3252	12830
2022	3253	12827
2023	3254	12824
2024	3256	12823
2025	3258	12821
2026	3259	12819
2027	3260	12816
2028	3262	12814
2029	3263	12812
2030	3265	12811
2031	3266	12808
2032	3268	12808
2033	3270	12808
2034	3272	12806
2035	3274	12805
2036	3275	12803
2037	3277	12802
2038	3278	12800
2039	3280	12797
2040	3281	12796
2041	3283	12794
2042	3285	12794
2043	3286	12792
2044	3288	12788
2045	3289	12785
2046	3290	12783
2047	3292	12781
2048	3294	12780
2049	3295	12778
2050	3296	12775
2051	3298	12772
2052	3299	12769
2053	3300	12767
2054	3302	12765
2055	3303	12762
2056	3305	12760
2057	3306	12759
2058	3307	12756
2059	3309	12754
2060	3311	12753
2061	3312	12751
2062	3314	12748
2063	3315	12747
2064	3317	12745
2065	3318	12742
2066	3319	12739
2067	3321	12737
2068	3322	12735
2069	3324	12734
2070	3326	12735
2071	3328	12733
2072	3329	12730
2073	3331	12729
2074	3332	12727
2075	3334	12725
2076	3335	12722
2077	3337	12720
2078	3338	12719
2079	3340	12716
2080	3341	12714
2081	3343	12712
2082	3344	12709
2083	3345	12707
2084	3347	12705
2085	3348	12702
2086	3350	12701
2087	3352	12700
2088	3353	12698
2089	3356	12700
2090	3358	12703
2091	3360	12702
2092	3362	12699
2093	3363	12697
2094	3364	12694
2095	3367	12698
2096	3369	12695
2097	3370	12693
2098	3371	12691
2099	3373	12688
2100	3376	12690
2101	3377	12688
2102	3379	12687
2103	3381	12687
2104	3383	12689
2105	3385	12687
2106	3387	12686
2107	3388	12685
2108	3392	12692
2109	3394	12691
2110	3396	12690
2111	3399	12693
2112	3401	12693
2113	3403	12694
2114	3405	12696
2115	3408	12697
2116	3410	12697
2117	3412	12696
2118	3413	12694
2119	3415	12693
2120	3418	12698
2121	3420	12698
2122	3422	12698
2123	3424	12697
2124	3426	12695
2125	3430	12703
2126	3432	12703
2127	3434	12704
2128	3436	12704
2129	3442	12719
2130	3444	12717
2131	3445	12715
2132	3448	12715
2133	3453	12726
2134	3454	12725
2135	3456	12724
2136	3458	12722
2137	3460	12722
2138	3463	12725
2139	3467	12732
2140	3468	12732
2141	3470	12730
2142	3472	12729
2143	3474	12730
2144	3477	12734
2145	3479	12734
2146	3481	12733
2147	3483	12733
2148	3486	12734
2149	3487	12733
2150	3493	12746
2151	3494	12744
2152	3497	12743
2153	3499	12744
2154	3501	12744
2155	3505	12751
2156	3508	12756
2157	3510	12754
2158	3512	12754
2159	3514	12754
2160	3517	12758
2161	3521	12764
2162	3523	12763
2163	3525	12762
2164	3526	12762
2165	3528	12761
2166	3532	12767
2167	3536	12773
2168	3537	12771
2169	3539	12770
2170	3541	12768
2171	3543	12768
2172	3544	12766
2173	3549	12774
2174	3550	12773
2175	3552	12771
2176	3555	12774
2177	3557	12776
2178	3560	12777
2179	3562	12776
2180	3564	12776
2181	3566	12775
2182	3567	12773
2183	3569	12772
2184	3572	12775
2185	3574	12773
2186	3575	12772
2187	3577	12770
2188	3583	12786
2189	3585	12785
2190	3588	12789
2191	3590	12788
2192	3594	12792
2193	3596	12794
2194	3598	12792
2195	3600	12792
2196	3602	12792
2197	3606	12800
2198	3608	12799
2199	3610	12798
2200	3611	12796
2201	3616	12804
2202	3619	12808
2203	3621	12808
2204	3623	12807
2205	3624	12805
2206	3626	12804
2207	3631	12814
2208	3633	12812
2209	3634	12810
2210	3636	12809
2211	3638	12809
2212	3641	12811
2213	3645	12818
2214	3647	12817
2215	3649	12816
2216	3650	12814
2217	3652	12813
2218	3657	12824
2219	3660	12828
2220	3662	12827
2221	3664	12827
2222	3667	12828
2223	3669	12828
2224	3672	12829
2225	3674	12831
2226	3676	12830
2227	3678	12828
2228	3679	12826
2229	3681	12824
2230	3682	12823
2231	3686	12827
2232	3688	12827
2233	3689	12825
2234	3691	12823
2235	3692	12821
2236	3694	12818
2237	3695	12816
2238	3697	12816
2239	3701	12820
2240	3702	12818
2241	3704	12817
2242	3706	12815
2243	3707	12813
2244	3709	12813
2245	3712	12814
2246	3715	12816
2247	3716	12815
2248	3718	12812
2249	3719	12811
2250	3721	12810
2251	3723	12808
2252	3725	12807
2253	3727	12806
2254	3729	12807
2255	3733	12812
2256	3734	12810
2257	3736	12808
2258	3737	12807
2259	3740	12808
2260	3743	12812
2261	3746	12814
2262	3748	12812
2263	3749	12810
2264	3750	12806
2265	3751	12803
2266	3753	12802
2267	3755	12803
2268	3757	12800
2269	3759	12799
2270	3760	12798
2271	3762	12796
2272	3763	12793
2273	3765	12790
2274	3767	12789
2275	3768	12787
2276	3770	12785
2277	3771	12783
2278	3773	12783
2279	3775	12781
2280	3776	12778
2281	3777	12775
2282	3779	12772
2283	3782	12776
2284	3783	12774
2285	3785	12772
2286	3787	12773
2287	3789	12770
2288	3790	12767
2289	3791	12765
2290	3793	12761
2291	3794	12760
2292	3796	12759
2293	3798	12758
2294	3800	12756
2295	3801	12755
2296	3803	12751
2297	3804	12749
2298	3805	12746
2299	3807	12743
2300	3809	12744
2301	3810	12742
2302	3812	12740
2303	3815	12741
2304	3816	12739
2305	3817	12736
2306	3819	12733
2307	3820	12730
2308	3821	12727
2309	3824	12729
2310	3825	12727
2311	3827	12724
2312	3829	12723
2313	3830	12721
2314	3831	12718
2315	3833	12716
2316	3834	12713
2317	3836	12712
2318	3838	12712
2319	3840	12710
2320	3842	12710
2321	3843	12707
2322	3845	12705
2323	3846	12701
2324	3847	12699
2325	3849	12697
2326	3850	12695
2327	3852	12693
2328	3854	12692
2329	3856	12692
2330	3857	12689
2331	3858	12686
2332	3859	12683
2333	3861	12680
2334	3862	12677
2335	3865	12679
2336	3866	12677
2337	3868	12674
2338	3869	12673
2339	3871	12670
2340	3873	12670
2341	3874	12667
2342	3876	12665
2343	3877	12664
2344	3879	12661
2345	3880	12660
2346	3884	12664
2347	3886	12662
2348	3888	12662
2349	3891	12664
2350	3892	12663
2351	3895	12664
2352	3897	12664
2353	3899	12663
2354	3900	12661
2355	3902	12659
2356	3904	12658
2357	3907	12660
2358	3908	12659
2359	3910	12658
2360	3912	12656
2361	3913	12654
2362	3915	12652
2363	3916	12650
2364	3921	12658
2365	3923	12656
2366	3924	12654
2367	3926	12652
2368	3928	12653
2369	3930	12653
2370	3934	12657
2371	3935	12655
2372	3937	12653
2373	3939	12652
2374	3941	12651
2375	3942	12650
2376	3944	12647
2377	3947	12650
2378	3949	12651
2379	3951	12649
2380	3952	12647
2381	3954	12645
2382	3956	12645
2383	3957	12642
2384	3961	12646
2385	3963	12646
2386	3965	12644
2387	3966	12642
2388	3968	12640
2389	3969	12638
2390	3971	12637
2391	3972	12634
2392	3975	12636
2393	3977	12635
2394	3979	12633
2395	3980	12632
2396	3982	12630
2397	3984	12629
2398	3985	12626
2399	3989	12630
2400	3991	12629
2401	3992	12627
2402	3994	12626
2403	3995	12624
2404	3997	12622
2405	3999	12621
2406	4002	12623
2407	4004	12623
2408	4006	12621
2409	4007	12619
2410	4009	12617
2411	4010	12616
2412	4012	12614
2413	4013	12612
2414	4017	12615
2415	4019	12614
2416	4021	12615
2417	4023	12613
2418	4024	12611
2419	4026	12610
2420	4030	12615
2421	4032	12614
2422	4033	12612
2423	4035	12611
2424	4037	12609
2425	4038	12607
2426	4040	12605
2427	4043	12607
2428	4044	12605
2429	4047	12606
2430	4049	12606
2431	4050	12604
2432	4052	12602
2433	4054	12601
2434	4057	12604
2435	4059	12604
2436	4061	12602
2437	4062	12600
2438	4064	12596
2439	4065	12593
2440	4066	12590
2441	4067	12587
2442	4069	12585
2443	4072	12589
2444	4073	12586
2445	4075	12583
2446	4076	12580
2447	4077	12578
2448	4079	12576
2449	4080	12573
2450	4081	12570
2451	4083	12567
2452	4085	12568
2453	4087	12565
2454	4088	12564
2455	4090	12563
2456	4092	12561
2457	4093	12558
2458	4094	12555
2459	4096	12553
2460	4097	12550
2461	4099	12550
2462	4101	12549
2463	4103	12548
2464	4105	12548
2465	4107	12546
2466	4108	12543
2467	4109	12540
2468	4110	12537
2469	4113	12538
2470	4114	12536
2471	4116	12535
2472	4118	12532
2473	4120	12531
2474	4121	12529
2475	4122	12526
2476	4124	12523
2477	4125	12520
2478	4127	12520
2479	4129	12518
2480	4130	12516
2481	4132	12515
2482	4133	12513
2483	4135	12510
2484	4136	12507
2485	4137	12505
2486	4139	12502
2487	4141	12501
2488	4142	12499
2489	4144	12497
2490	4145	12495
2491	4147	12494
2492	4148	12491
2493	4150	12489
2494	4151	12485
2495	4152	12483
2496	4155	12484
2497	4157	12483
2498	4158	12481
2499	4160	12478
2500	4161	12476
2501	4163	12474
2502	4164	12471
2503	4165	12468
2504	4166	12465
2505	4169	12466
2506	4170	12463
2507	4171	12461
2508	4173	12457
2509	4174	12454
2510	4175	12453
2511	4177	12450
2512	4178	12448
2513	4180	12445
2514	4182	12445
2515	4183	12443
2516	4185	12441
2517	4187	12440
2518	4189	12439
2519	4190	12437
2520	4192	12435
2521	4194	12436
2522	4196	12436
2523	4198	12435
2524	4200	12433
2525	4202	12431
2526	4203	12429
2527	4204	12426
2528	4207	12426
2529	4209	12425
2530	4210	12424
2531	4212	12422
2532	4213	12420
2533	4215	12417
2534	4216	12414
2535	4217	12411
2536	4219	12409
2537	4220	12406
2538	4221	12404
2539	4223	12403
2540	4225	12400
2541	4226	12397
2542	4227	12395
2543	4228	12392
2544	4230	12390
2545	4231	12387
2546	4232	12384
2547	4234	12381
2548	4235	12379
2549	4238	12380
2550	4239	12378
2551	4240	12374
2552	4241	12371
2553	4243	12368
2554	4244	12366
2555	4246	12364
2556	4247	12361
2557	4248	12359
2558	4250	12356
2559	4251	12355
2560	4253	12353
2561	4254	12350
2562	4255	12347
2563	4257	12344
2564	4258	12341
2565	4259	12339
2566	4261	12336
2567	4262	12334
2568	4264	12332
2569	4265	12330
2570	4267	12328
2571	4268	12327
2572	4270	12324
2573	4271	12322
2574	4273	12319
2575	4274	12316
2576	4275	12313
2577	4276	12311
2578	4280	12314
2579	4281	12312
2580	4283	12310
2581	4284	12308
2582	4286	12306
2583	4288	12307
2584	4290	12304
2585	4291	12302
2586	4294	12304
2587	4296	12302
2588	4297	12300
2589	4299	12298
2590	4300	12296
2591	4302	12295
2592	4304	12294
2593	4306	12293
2594	4308	12292
2595	4310	12291
2596	4311	12289
2597	4313	12287
2598	4314	12285
2599	4317	12285
2600	4318	12283
2601	4322	12287
2602	4323	12285
2603	4325	12283
2604	4327	12282
2605	4329	12283
2606	4333	12286
2607	4335	12286
2608	4337	12284
2609	4338	12283
2610	4340	12281
2611	4341	12279
2612	4343	12277
2613	4345	12277
2614	4347	12277
2615	4349	12275
2616	4352	12278
2617	4354	12276
2618	4356	12275
2619	4357	12273
2620	4362	12281
2621	4364	12279
2622	4366	12277
2623	4367	12275
2624	4369	12274
2625	4371	12272
2626	4372	12270
2627	4376	12274
2628	4377	12272
2629	4379	12270
2630	4381	12268
2631	4382	12266
2632	4384	12265
2633	4385	12263
2634	4388	12264
2635	4390	12263
2636	4392	12262
2637	4393	12260
2638	4395	12258
2639	4396	12256
2640	4398	12254
2641	4399	12252
2642	4404	12258
2643	4405	12256
2644	4407	12254
2645	4409	12252
2646	4410	12251
2647	4412	12249
2648	4413	12246
2649	4417	12251
2650	4419	12249
2651	4420	12247
2652	4422	12245
2653	4423	12243
2654	4425	12242
2655	4427	12240
2656	4430	12243
2657	4432	12241
2658	4433	12239
2659	4435	12238
2660	4437	12236
2661	4438	12233
2662	4440	12231
2663	4441	12229
2664	4445	12234
2665	4447	12232
2666	4448	12230
2667	4450	12228
2668	4452	12227
2669	4453	12225
2670	4455	12224
2671	4458	12225
2672	4460	12224
2673	4461	12222
2674	4463	12220
2675	4465	12219
2676	4467	12218
2677	4469	12219
2678	4472	12219
2679	4473	12218
2680	4475	12216
2681	4477	12214
2682	4478	12212
2683	4480	12210
2684	4482	12209
2685	4484	12209
2686	4486	12208
2687	4488	12206
2688	4490	12206
2689	4491	12205
2690	4493	12202
2691	4497	12208
2692	4499	12206
2693	4500	12204
2694	4502	12202
2695	4504	12201
2696	4506	12200
2697	4509	12202
2698	4510	12200
2699	4512	12199
2700	4514	12197
2701	4515	12195
2702	4518	12196
2703	4520	12196
2704	4525	12203
2705	4527	12202
2706	4528	12200
2707	4532	12203
2708	4534	12202
2709	4536	12201
2710	4538	12200
2711	4540	12199
2712	4542	12198
2713	4544	12199
2714	4546	12197
2715	4548	12196
2716	4551	12197
2717	4552	12196
2718	4554	12195
2719	4556	12194
2720	4559	12196
2721	4561	12194
2722	4565	12199
2723	4567	12197
2724	4568	12196
2725	4570	12194
2726	4573	12195
2727	4575	12194
2728	4577	12193
2729	4579	12192
2730	4580	12190
2731	4582	12188
2732	4584	12187
2733	4587	12189
2734	4589	12188
2735	4592	12190
2736	4593	12188
2737	4595	12187
2738	4598	12189
2739	4600	12187
2740	4601	12185
2741	4603	12183
2742	4607	12188
2743	4609	12186
2744	4612	12187
2745	4613	12185
2746	4615	12184
2747	4616	12182
2748	4619	12183
2749	4621	12182
2750	4625	12186
2751	4626	12184
2752	4628	12182
2753	4630	12180
2754	4631	12179
2755	4634	12180
2756	4637	12182
2757	4640	12182
2758	4641	12180
2759	4643	12178
2760	4644	12175
2761	4647	12176
2762	4648	12174
2763	4650	12172
2764	4651	12170
2765	4653	12168
2766	4655	12166
2767	4656	12164
2768	4658	12163
2769	4660	12162
2770	4663	12163
2771	4664	12161
2772	4666	12158
2773	4667	12155
2774	4668	12153
2775	4670	12151
2776	4671	12148
2777	4673	12149
2778	4675	12146
2779	4676	12143
2780	4677	12140
2781	4679	12138
2782	4680	12135
2783	4681	12133
2784	4682	12130
2785	4684	12127
2786	4685	12124
2787	4688	12125
2788	4689	12122
2789	4690	12119
2790	4691	12117
2791	4693	12115
2792	4695	12114
2793	4697	12112
2794	4698	12110
2795	4701	12110
2796	4702	12108
2797	4704	12107
2798	4705	12104
2799	4707	12102
2800	4708	12099
2801	4709	12096
2802	4710	12093
2803	4712	12091
2804	4714	12090
2805	4715	12088
2806	4716	12085
2807	4718	12083
2808	4719	12080
2809	4721	12078
2810	4722	12075
2811	4723	12072
2812	4724	12069
2813	4726	12067
2814	4728	12067
2815	4729	12064
2816	4731	12061
2817	4732	12058
2818	4733	12056
2819	4735	12054
2820	4736	12051
2821	4737	12049
2822	4739	12046
2823	4740	12043
2824	4742	12042
2825	4743	12040
2826	4745	12038
2827	4746	12035
2828	4747	12032
2829	4748	12029
2830	4749	12026
2831	4751	12023
2832	4752	12020
2833	4753	12018
2834	4755	12016
2835	4757	12015
2836	4758	12012
2837	4759	12009
2838	4760	12006
2839	4762	12004
2840	4763	12001
2841	4764	11998
2842	4765	11995
2843	4766	11992
2844	4768	11990
2845	4771	11991
2846	4772	11988
2847	4773	11985
2848	4774	11983
2849	4776	11980
2850	4777	11977
2851	4778	11975
2852	4780	11972
2853	4781	11970
2854	4782	11967
2855	4784	11965
2856	4785	11963
2857	4787	11961
2858	4788	11958
2859	4789	11955
2860	4790	11953
2861	4793	11953
2862	4794	11950
2863	4796	11948
2864	4798	11948
2865	4800	11946
2866	4801	11945
2867	4804	11945
2868	4806	11944
2869	4807	11942
2870	4809	11940
2871	4813	11944
2872	4815	11943
2873	4817	11942
2874	4819	11942
2875	4821	11941
2876	4823	11940
2877	4824	11938
2878	4826	11937
2879	4828	11935
2880	4830	11934
2881	4832	11933
2882	4833	11931
2883	4835	11929
2884	4836	11927
2885	4838	11924
2886	4840	11923
2887	4841	11921
2888	4843	11920
2889	4845	11919
2890	4847	11917
2891	4848	11915
2892	4850	11913
2893	4851	11911
2894	4855	11913
2895	4856	11912
2896	4858	11910
2897	4860	11908
2898	4861	11907
2899	4863	11906
2900	4864	11903
2901	4868	11905
2902	4869	11903
2903	4871	11901
2904	4872	11899
2905	4874	11897
2906	4876	11895
2907	4877	11894
2908	4879	11891
2909	4881	11892
2910	4883	11890
2911	4885	11889
2912	4887	11887
2913	4888	11886
2914	4890	11884
2915	4892	11883
2916	4896	11886
2917	4897	11885
2918	4899	11882
2919	4900	11881
2920	4902	11879
2921	4904	11878
2922	4905	11876
2923	4908	11876
2924	4910	11875
2925	4911	11873
2926	4913	11871
2927	4914	11869
2928	4916	11867
2929	4918	11865
2930	4919	11863
2931	4921	11863
2932	4923	11861
2933	4925	11860
2934	4927	11858
2935	4928	11856
2936	4930	11854
2937	4932	11853
2938	4933	11851
2939	4937	11854
2940	4938	11852
2941	4940	11850
2942	4942	11849
2943	4943	11847
2944	4945	11845
2945	4947	11845
2946	4950	11847
2947	4952	11845
2948	4953	11842
2949	4955	11840
2950	4956	11838
2951	4958	11837
2952	4960	11835
2953	4962	11834
2954	4963	11832
2955	4966	11833
2956	4969	11833
2957	4970	11831
2958	4972	11829
2959	4973	11827
2960	4978	11834
2961	4980	11832
2962	4981	11830
2963	4983	11828
2964	4985	11828
2965	4987	11825
2966	4988	11822
2967	4991	11824
2968	4993	11822
2969	4994	11820
2970	4995	11817
2971	4997	11815
2972	4998	11812
2973	4999	11809
2974	5000	11806
2975	5002	11804
2976	5004	11804
2977	5005	11802
2978	5007	11799
2979	5008	11796
2980	5009	11794
2981	5011	11792
2982	5012	11789
2983	5013	11787
2984	5015	11784
2985	5016	11781
2986	5018	11781
2987	5019	11778
2988	5021	11775
2989	5022	11772
2990	5023	11769
2991	5024	11767
2992	5025	11764
2993	5027	11762
2994	5029	11761
2995	5031	11759
2996	5032	11757
2997	5033	11755
2998	5035	11753
2999	5036	11750
3000	5037	11747
3001	5039	11744
3002	5040	11742
3003	5041	11739
3004	5042	11737
3005	5044	11734
3006	5045	11732
3007	5046	11729
3008	5048	11726
3009	5049	11724
3010	5050	11721
3011	5051	11719
3012	5053	11716
3013	5054	11713
3014	5055	11710
3015	5056	11707
3016	5058	11705
3017	5060	11704
3018	5061	11702
3019	5062	11700
3020	5064	11697
3021	5065	11694
3022	5066	11692
3023	5068	11690
3024	5069	11687
3025	5070	11685
3026	5072	11682
3027	5073	11680
3028	5075	11678
3029	5076	11676
3030	5078	11674
3031	5079	11671
3032	5080	11668
3033	5081	11666
3034	5083	11663
3035	5084	11661
3036	5085	11658
3037	5087	11656
3038	5088	11653
3039	5089	11650
3040	5091	11648
3041	5092	11646
3042	5093	11643
3043	5095	11641
3044	5096	11638
3045	5097	11635
3046	5098	11633
3047	5100	11630
3048	5102	11630
3049	5104	11629
3050	5105	11626
3051	5107	11624
3052	5108	11622
3053	5109	11620
3054	5111	11617
3055	5112	11614
3056	5113	11612
3057	5115	11611
3058	5117	11609
3059	5118	11607
3060	5120	11605
3061	5122	11604
3062	5124	11603
3063	5125	11601
3064	5127	11600
3065	5129	11598
3066	5131	11598
3067	5133	11596
3068	5135	11595
3069	5136	11593
3070	5137	11590
3071	5139	11588
3072	5141	11587
3073	5144	11588
3074	5145	11586
3075	5147	11584
3076	5148	11581
3077	5149	11578
3078	5150	11576
3079	5152	11573
3080	5153	11571
3081	5154	11568
3082	5156	11567
3083	5157	11565
3084	5159	11562
3085	5160	11560
3086	5161	11557
3087	5163	11554
3088	5164	11551
3089	5165	11549
3090	5166	11547
3091	5168	11544
3092	5169	11543
3093	5171	11541
3094	5172	11538
3095	5173	11535
3096	5175	11533
3097	5176	11531
3098	5177	11528
3099	5179	11525
3100	5180	11523
3101	5181	11520
3102	5182	11518
3103	5185	11518
3104	5186	11515
3105	5187	11513
3106	5189	11510
3107	5190	11508
3108	5191	11505
3109	5193	11503
3110	5194	11500
3111	5195	11498
3112	5197	11496
3113	5199	11495
3114	5200	11492
3115	5201	11490
3116	5203	11487
3117	5204	11484
3118	5205	11482
3119	5206	11479
3120	5207	11477
3121	5209	11475
3122	5210	11472
3123	5212	11471
3124	5213	11468
3125	5214	11465
3126	5216	11463
3127	5217	11461
3128	5219	11458
3129	5220	11456
3130	5221	11453
3131	5222	11450
3132	5224	11448
3133	5227	11449
3134	5228	11447
3135	5229	11445
3136	5230	11442
3137	5232	11439
3138	5233	11437
3139	5234	11435
3140	5236	11432
3141	5237	11430
3142	5239	11428
3143	5241	11427
3144	5243	11426
3145	5244	11424
3146	5245	11421
3147	5247	11419
3148	5248	11416
3149	5249	11414
3150	5250	11411
3151	5252	11410
3152	5254	11408
3153	5255	11406
3154	5257	11405
3155	5260	11405
3156	5262	11405
3157	5265	11405
3158	5267	11404
3159	5268	11403
3160	5270	11401
3161	5272	11399
3162	5274	11398
3163	5275	11396
3164	5278	11396
3165	5280	11395
3166	5281	11394
3167	5283	11392
3168	5286	11394
3169	5288	11391
3170	5289	11389
3171	5291	11388
3172	5293	11386
3173	5297	11390
3174	5299	11389
3175	5300	11387
3176	5302	11385
3177	5304	11384
3178	5305	11382
3179	5307	11380
3180	5311	11384
3181	5313	11382
3182	5314	11380
3183	5316	11379
3184	5318	11377
3185	5319	11375
3186	5321	11374
3187	5325	11377
3188	5327	11375
3189	5328	11373
3190	5330	11371
3191	5331	11370
3192	5333	11368
3193	5335	11367
3194	5336	11365
3195	5339	11366
3196	5342	11366
3197	5344	11366
3198	5346	11365
3199	5348	11363
3200	5350	11363
3201	5354	11366
3202	5356	11364
3203	5357	11362
3204	5359	11361
3205	5361	11359
3206	5362	11357
3207	5364	11355
3208	5368	11358
3209	5369	11356
3210	5371	11354
3211	5372	11352
3212	5374	11350
3213	5376	11349
3214	5377	11347
3215	5381	11349
3216	5382	11347
3217	5384	11345
3218	5385	11344
3219	5387	11342
3220	5389	11340
3221	5390	11338
3222	5393	11339
3223	5395	11338
3224	5397	11336
3225	5398	11334
3226	5400	11333
3227	5402	11331
3228	5403	11329
3229	5405	11328
3230	5407	11327
3231	5409	11325
3232	5410	11322
3233	5411	11320
3234	5413	11319
3235	5415	11317
3236	5416	11315
3237	5419	11315
3238	5421	11314
3239	5422	11312
3240	5424	11310
3241	5426	11309
3242	5427	11307
3243	5429	11306
3244	5431	11305
3245	5434	11306
3246	5436	11304
3247	5438	11303
3248	5439	11301
3249	5441	11299
3250	5442	11297
3251	5444	11294
3252	5445	11292
3253	5447	11292
3254	5449	11290
3255	5450	11287
3256	5451	11285
3257	5452	11282
3258	5454	11280
3259	5455	11278
3260	5457	11275
3261	5458	11273
3262	5460	11272
3263	5462	11270
3264	5463	11269
3265	5465	11267
3266	5467	11265
3267	5468	11263
3268	5469	11260
3269	5470	11257
3270	5472	11255
3271	5475	11256
3272	5476	11254
3273	5477	11252
3274	5479	11249
3275	5480	11247
3276	5482	11245
3277	5483	11243
3278	5485	11241
3279	5486	11238
3280	5488	11237
3281	5490	11235
3282	5492	11235
