iter	RMSE
1663	17216.48324
1664	17213.45312
1665	17210.63772
1666	17207.91953
1667	17205.34669
1668	17202.67261
1669	17201.03485
1670	17198.53111
1671	17195.32741
1672	17192.80238
1673	17190.73719
1674	17188.79264
1675	17184.56877
1676	17184.22805
1677	17181.45799
1678	17179.28726
1679	17177.72168
1680	17175.87185
1681	17174.84568
1682	17172.46218
1683	17169.17648
1684	17166.84201
1685	17164.48488
1686	17160.97734
1687	17159.31913
1688	17157.31215
1689	17155.53698
1690	17154.308
1691	17151.91898
1692	17150.48539
1693	17149.82396
1694	17147.97084
1695	17143.69921
1696	17141.29898
1697	17140.43755
1698	17138.76339
1699	17136.05277
1700	17135.12884
1701	17132.39604
1702	17130.71615
1703	17127.96966
1704	17125.44509
1705	17122.3475
1706	17120.46157
1707	17116.89479
1708	17115.83808
1709	17114.28733
1710	17110.10931
1711	17108.23628
1712	17105.64159
1713	17101.81939
1714	17098.85007
1715	17097.2196
1716	17094.69124
1717	17092.38572
1718	17088.98267
1719	17086.7441
1720	17084.51995
1721	17081.70496
1722	17078.36888
1723	17075.6823
1724	17073.37358
1725	17071.47541
1726	17069.28504
1727	17066.6648
1728	17065.19543
1729	17062.92163
1730	17061.44639
1731	17059.48046
1732	17055.38945
1733	17053.50337
1734	17050.80904
1735	17048.9597
1736	17048.2285
1737	17046.43701
1738	17042.97162
1739	17040.4238
1740	17038.95311
1741	17036.56956
1742	17033.91525
1743	17031.37532
1744	17028.83606
1745	17026.48049
1746	17024.13742
1747	17022.54544
1748	17020.15693
1749	17016.11622
1750	17013.67028
1751	17012.01554
1752	17010.02103
1753	17008.91748
1754	17005.54997
1755	17003.17071
1756	17000.50928
1757	16998.88965
1758	16998.38449
1759	16996.05751
1760	16993.89169
1761	16991.547
1762	16988.83842
1763	16986.41198
1764	16983.32768
1765	16980.44369
1766	16976.13518
1767	16974.35858
1768	16971.9722
1769	16971.10245
1770	16967.60791
1771	16966.01341
1772	16964.49265
1773	16963.6426
1774	16959.24683
1775	16957.62561
1776	16956.50734
1777	16954.74764
1778	16953.91814
1779	16951.93708
1780	16950.30906
1781	16948.50898
1782	16948.14088
1783	16946.17696
1784	16943.12931
1785	16942.13623
1786	16938.53743
1787	16936.25671
1788	16933.349
1789	16931.06502
1790	16928.80183
1791	16926.65556
1792	16926.07935
1793	16924.55909
1794	16921.82806
1795	16918.47927
1796	16916.0559
1797	16913.9093
1798	16913.59679
1799	16911.078
1800	16910.10851
1801	16907.54342
1802	16905.97078
1803	16903.03153
1804	16902.67854
1805	16900.47064
1806	16898.28127
1807	16895.13516
1808	16893.27624
1809	16890.75219
1810	16888.56249
1811	16886.15105
1812	16882.25853
1813	16881.88471
1814	16880.48872
1815	16878.02592
1816	16875.31503
1817	16871.24108
1818	16868.72585
1819	16866.42017
1820	16864.57182
1821	16863.47332
1822	16860.46039
1823	16858.33226
1824	16855.2474
1825	16851.28728
1826	16848.08342
1827	16845.5786
1828	16843.50087
1829	16839.78295
1830	16835.60901
1831	16832.99848
1832	16829.99813
1833	16825.98969
1834	16822.88897
1835	16820.86561
1836	16818.69405
1837	16818.39948
1838	16816.68268
1839	16813.97143
1840	16811.78589
1841	16809.13666
1842	16806.76193
1843	16803.79099
1844	16800.95799
1845	16796.95288
1846	16795.06835
1847	16791.78278
1848	16789.83515
1849	16786.81695
1850	16783.30094
1851	16780.76606
1852	16778.24326
1853	16776.44816
1854	16774.49696
1855	16772.0659
1856	16769.83528
1857	16767.82328
1858	16765.92235
1859	16763.71369
1860	16761.80268
1861	16759.70602
1862	16756.42212
1863	16754.24293
1864	16751.3795
1865	16748.88401
1866	16746.5177
1867	16744.27845
1868	16741.20787
1869	16738.5056
1870	16735.14235
1871	16733.71896
1872	16729.97263
1873	16729.68268
1874	16726.00953
1875	16722.45391
1876	16721.0816
1877	16718.87024
1878	16715.23783
1879	16712.77657
1880	16711.72524
1881	16711.37617
1882	16711.08988
1883	16710.12514
1884	16707.65365
1885	16704.48867
1886	16702.3694
1887	16698.50259
1888	16698.14597
1889	16697.41566
1890	16696.2044
1891	16693.595
1892	16690.87297
1893	16687.98753
1894	16686.39196
1895	16684.00864
1896	16681.85342
1897	16677.95558
1898	16676.52219
1899	16675.17102
1900	16672.08054
1901	16671.80102
1902	16669.71713
1903	16667.97457
1904	16666.09333
1905	16663.94467
1906	16661.00781
1907	16659.34288
1908	16657.89593
1909	16655.07047
1910	16651.53448
1911	16651.25774
1912	16649.15601
1913	16646.30264
1914	16644.74896
1915	16644.47391
1916	16641.55346
1917	16639.96126
1918	16636.41547
1919	16634.67488
1920	16632.50524
1921	16630.6086
1922	16626.75995
1923	16626.48752
1924	16622.68797
1925	16619.18313
1926	16615.58811
1927	16612.38895
1928	16609.63892
1929	16608.5255
1930	16608.18481
1931	16605.73448
1932	16602.94312
1933	16600.53291
1934	16597.31364
1935	16594.91886
1936	16594.63949
1937	16592.4617
1938	16589.15501
1939	16587.11772
1940	16585.32111
1941	16582.25581
1942	16579.17255
1943	16577.0451
1944	16573.87264
1945	16571.08961
1946	16568.64203
1947	16566.68099
1948	16564.07601
1949	16562.0355
1950	16561.58958
1951	16559.30463
1952	16556.90494
1953	16554.98334
1954	16553.53707
1955	16551.6165
1956	16549.29873
1957	16547.71974
1958	16545.60338
1959	16542.48
1960	16541.53167
1961	16539.56511
1962	16538.21287
1963	16535.25065
1964	16534.60339
1965	16531.75097
1966	16529.10616
1967	16528.04342
1968	16526.2377
1969	16524.7877
1970	16521.38561
1971	16520.25859
1972	16518.28043
1973	16518.01732
1974	16514.91472
1975	16512.24844
1976	16511.61347
1977	16511.35284
1978	16508.90035
1979	16506.35755
1980	16506.09842
1981	16504.31056
1982	16500.36772
1983	16497.2586
1984	16494.95417
1985	16491.93121
1986	16491.67294
1987	16489.63949
1988	16489.37124
1989	16486.74741
1990	16485.17388
1991	16483.3875
1992	16481.40421
1993	16478.67942
1994	16477.79666
1995	16475.82734
1996	16475.47657
1997	16473.9291
1998	16471.31439
1999	16469.2335
2000	16467.60635
2001	16465.42647
2002	16465.17318
2003	16463.57429
2004	16460.60303
2005	16459.02579
2006	16458.77434
2007	16456.55036
2008	16454.94076
2009	16454.35702
2010	16454.01196
2011	16453.39495
2012	16451.68149
2013	16449.32015
2014	16447.53412
2015	16446.86016
2016	16444.25194
2017	16443.58368
2018	16440.96306
2019	16439.02912
2020	16436.10503
2021	16432.956
2022	16431.31037
2023	16427.64329
2024	16426.21432
2025	16423.7914
2026	16423.54574
2027	16422.26539
2028	16419.56016
2029	16416.91612
2030	16415.00172
2031	16412.50703
2032	16412.1353
2033	16409.82879
2034	16409.46876
2035	16406.58116
2036	16404.57974
2037	16402.02035
2038	16401.77874
2039	16400.41987
2040	16398.5203
2041	16396.2928
2042	16394.86685
2043	16392.81565
2044	16392.57564
2045	16391.92553
2046	16389.91905
2047	16388.11158
2048	16385.89846
2049	16383.30029
2050	16383.06309
2051	16382.46058
2052	16380.58783
2053	16378.91564
2054	16376.58602
2055	16376.35102
2056	16374.1125
2057	16372.11211
2058	16371.75621
2059	16371.40921
2060	16368.74384
2061	16366.85207
2062	16364.26055
2063	16362.07301
2064	16360.27647
2065	16358.64352
2066	16356.68137
2067	16354.48974
2068	16353.60176
2069	16351.64032
2070	16349.0631
2071	16346.67652
2072	16346.44598
2073	16344.89821
2074	16342.67826
2075	16342.44929
2076	16341.81642
2077	16339.5509
2078	16339.32368
2079	16336.68774
2080	16336.41279
2081	16334.64536
2082	16332.02767
2083	16331.80283
2084	16329.03347
2085	16326.80551
2086	16326.53214
2087	16324.2319
2088	16322.00653
2089	16319.24163
2090	16317.31256
2091	16315.23273
2092	16314.21177
2093	16311.19847
2094	16309.47988
2095	16308.85682
2096	16307.38444
2097	16305.07617
2098	16304.85455
2099	16303.66903
2100	16301.12659
2101	16298.70127
2102	16298.12657
2103	16295.3601
2104	16294.15867
2105	16292.11995
2106	16291.78509
2107	16291.20797
2108	16290.99008
2109	16288.76055
2110	16286.82121
2111	16284.26415
2112	16282.34535
2113	16280.53711
2114	16278.31058
2115	16276.30842
2116	16274.01308
2117	16272.65644
2118	16270.93299
2119	16268.22864
2120	16267.60265
2121	16265.37229
2122	16262.68511
2123	16260.9938
2124	16259.1295
2125	16258.91468
2126	16257.35283
2127	16256.23245
2128	16256.01328
2129	16254.55848
2130	16251.83415
2131	16250.03369
2132	16247.02835
2133	16245.84917
2134	16245.63679
2135	16245.38467
2136	16243.74795
2137	16241.64559
2138	16239.9896
2139	16238.03501
2140	16237.82518
2141	16235.25879
2142	16233.20679
2143	16231.41423
2144	16231.20574
2145	16230.99824
2146	16228.25327
2147	16225.76137
2148	16222.94826
2149	16222.02726
2150	16221.751
2151	16221.5454
2152	16219.9909
2153	16218.12978
2154	16216.00421
2155	16215.79958
2156	16214.22634
2157	16211.96864
2158	16211.76547
2159	16211.22044
2160	16208.51498
2161	16205.94277
2162	16205.73576
2163	16204.963
2164	16204.76241
2165	16203.41093
2166	16203.21152
2167	16200.61793
2168	16199.00519
2169	16198.80667
2170	16197.39981
2171	16197.19371
2172	16193.67701
2173	16191.54974
2174	16191.35335
2175	16190.34168
2176	16190.14645
2177	16189.12389
2178	16186.57312
2179	16184.15454
2180	16181.2329
2181	16179.29372
2182	16179.09458
2183	16178.90131
2184	16176.70586
2185	16174.76918
2186	16172.88959
2187	16171.35486
2188	16169.56227
2189	16165.34964
2190	16165.15784
2191	16164.20712
2192	16164.01644
2193	16163.82665
2194	16162.12724
2195	16161.93842
2196	16159.04375
2197	16158.83392
2198	16155.4659
2199	16155.2792
2200	16155.09337
2201	16153.11395
2202	16151.46114
2203	16149.81896
2204	16148.77176
2205	16147.1365
2206	16144.70253
2207	16143.37808
2208	16143.19361
2209	16143.01001
2210	16141.52661
2211	16140.58436
2212	16138.78622
2213	16136.27913
2214	16134.14635
2215	16133.0471
2216	16131.91106
2217	16130.3647
2218	16130.17872
2219	16128.18894
2220	16127.99474
2221	16125.59417
2222	16125.07457
2223	16124.24803
2224	16123.90204
2225	16123.72332
2226	16121.98236
2227	16119.3113
2228	16119.13374
2229	16118.94748
2230	16117.89979
2231	16115.0051
2232	16112.87186
2233	16109.58496
2234	16107.45911
2235	16104.82701
2236	16104.65103
2237	16101.9399
2238	16100.20855
2239	16097.66874
2240	16097.49332
2241	16095.20009
2242	16095.02186
2243	16092.25094
2244	16090.89998
2245	16088.92972
2246	16086.14116
2247	16084.18909
2248	16083.29546
2249	16080.85001
2250	16078.4635
2251	16078.18389
2252	16075.73888
2253	16074.55788
2254	16074.37669
2255	16071.44776
2256	16069.93343
2257	16069.75839
2258	16067.07525
2259	16065.51815
2260	16065.34725
2261	16063.52735
2262	16062.13352
2263	16061.96358
2264	16059.62086
2265	16056.72671
2266	16056.55815
2267	16056.39037
2268	16056.21703
2269	16054.53731
2270	16051.3977
2271	16050.07281
2272	16049.9062
2273	16049.74036
2274	16047.17816
2275	16046.08811
2276	16045.92312
2277	16044.66777
2278	16043.1983
2279	16041.2295
2280	16041.06562
2281	16039.41651
2282	16039.21308
2283	16038.71685
2284	16037.774
2285	16036.07362
2286	16034.38681
2287	16032.30553
2288	16032.01752
2289	16029.55375
2290	16027.0138
2291	16026.85363
2292	16026.04795
2293	16024.74133
2294	16021.7884
2295	16020.02722
2296	16019.80487
2297	16017.63254
2298	16017.4741
2299	16016.18183
2300	16015.96765
2301	16014.59215
2302	16012.77416
2303	16011.73335
2304	16009.31129
2305	16006.60754
2306	16005.1884
2307	16003.83559
2308	16001.4823
2309	15999.68528
2310	15997.83921
2311	15995.43418
2312	15993.35241
2313	15992.26219
2314	15990.6378
2315	15988.45411
2316	15986.31786
2317	15984.64876
2318	15984.49268
2319	15982.86197
2320	15982.35687
2321	15980.62253
2322	15979.08378
2323	15976.74754
2324	15976.53679
2325	15975.96421
2326	15975.7137
2327	15973.72036
2328	15971.68756
2329	15969.69788
2330	15968.05825
2331	15965.21851
2332	15964.97678
2333	15964.77017
2334	15964.4531
2335	15961.49031
2336	15961.34762
2337	15958.55784
2338	15956.74497
2339	15955.57087
2340	15953.56123
2341	15951.09797
2342	15950.88762
2343	15950.71972
2344	15948.27964
2345	15948.13131
2346	15946.25134
2347	15944.69753
2348	15943.08728
2349	15942.28558
2350	15940.18362
2351	15938.25343
2352	15936.36224
2353	15934.52627
2354	15932.78973
2355	15932.62505
2356	15930.55984
2357	15927.86036
2358	15926.82017
2359	15924.77696
2360	15922.99877
2361	15920.64885
2362	15919.07891
2363	15917.13074
2364	15916.97929
2365	15916.81391
2366	15915.12943
2367	15914.9317
2368	15913.44487
2369	15912.66724
2370	15912.51871
2371	15911.33156
2372	15910.06446
2373	15908.57055
2374	15906.25759
2375	15904.19959
2376	15904.00465
2377	15903.85698
2378	15901.66393
2379	15899.63439
2380	15899.49945
2381	15899.35824
2382	15899.21768
2383	15896.12934
2384	15893.74425
2385	15890.71515
2386	15890.56742
2387	15888.64016
2388	15886.3852
2389	15886.21256
2390	15883.68964
2391	15882.06436
2392	15881.93162
2393	15880.05787
2394	15878.72419
2395	15876.73384
2396	15875.49648
2397	15873.70282
2398	15871.15467
2399	15869.08774
2400	15866.60902
2401	15864.23888
2402	15861.12936
2403	15859.04987
2404	15858.59
2405	15858.45882
2406	15856.47643
2407	15854.88285
2408	15853.23712
2409	15852.01457
2410	15851.87791
2411	15851.74189
2412	15849.84022
2413	15849.0798
2414	15846.25864
2415	15844.71623
2416	15844.55882
2417	15844.17815
2418	15842.07127
2419	15839.63108
2420	15837.75902
2421	15837.60546
2422	15835.36143
2423	15835.07687
2424	15834.50176
2425	15831.71531
2426	15831.58331
2427	15828.96038
2428	15826.85582
2429	15825.52093
2430	15823.79288
2431	15822.87493
2432	15822.74288
2433	15821.53661
2434	15821.32925
2435	15821.18232
2436	15818.81144
2437	15817.70357
2438	15817.36423
2439	15816.1088
2440	15814.46971
2441	15810.94707
2442	15810.42499
2443	15808.01032
2444	15807.83342
2445	15807.69767
2446	15807.04464
2447	15804.61085
2448	15803.06774
2449	15801.88744
2450	15797.5753
2451	15795.61968
2452	15795.42863
2453	15793.31667
2454	15790.93307
2455	15789.7239
2456	15786.01048
2457	15782.67058
2458	15781.83225
2459	15779.51672
2460	15779.38296
2461	15779.25705
2462	15777.21676
2463	15775.67158
2464	15775.46148
2465	15774.01381
2466	15773.84373
2467	15772.45269
2468	15771.37202
2469	15771.23966
2470	15771.08576
2471	15768.30343
2472	15766.76467
2473	15764.43641
2474	15763.92754
2475	15763.18367
2476	15761.50631
2477	15758.35622
2478	15756.0648
2479	15754.07873
2480	15753.91173
2481	15748.9733
2482	15747.76018
2483	15745.94929
2484	15743.32336
2485	15743.18837
2486	15743.01238
2487	15741.29994
2488	15738.85842
2489	15736.68429
2490	15734.97829
2491	15733.46525
2492	15731.86456
2493	15730.05341
2494	15729.93248
2495	15727.697
2496	15725.33099
2497	15725.20149
2498	15723.60538
2499	15723.4777
2500	15721.96412
2501	15720.84594
2502	15719.49904
2503	15719.35958
2504	15719.19781
2505	15718.3117
2506	15716.16813
2507	15714.33523
2508	15714.14067
2509	15713.71557
2510	15713.5978
2511	15713.46094
2512	15712.22154
2513	15711.82032
2514	15710.29334
2515	15709.91626
2516	15708.3715
2517	15706.89255
2518	15703.94504
2519	15702.62485
2520	15701.23494
2521	15698.31479
2522	15696.56274
2523	15694.47862
2524	15692.95544
2525	15690.3079
2526	15690.18434
2527	15689.29639
2528	15689.15703
2529	15687.72881
2530	15687.58786
2531	15687.49535
2532	15686.11321
2533	15684.06118
2534	15682.32762
2535	15680.29935
2536	15678.72001
2537	15676.51408
2538	15674.61375
2539	15672.88675
2540	15671.34756
2541	15670.92358
2542	15668.97627
2543	15666.88011
2544	15663.70815
2545	15661.57129
2546	15660.08356
2547	15657.30439
2548	15655.37677
2549	15653.53458
2550	15653.24601
2551	15653.08525
2552	15650.82571
2553	15650.36713
2554	15648.90832
2555	15646.06718
2556	15644.78404
2557	15644.64738
2558	15642.28355
2559	15639.66173
2560	15638.79908
2561	15637.14424
2562	15633.65156
2563	15630.78737
2564	15629.0601
2565	15626.95724
2566	15625.13596
2567	15621.5771
2568	15619.07377
2569	15618.94288
2570	15617.648
2571	15617.52924
2572	15617.34431
2573	15615.54167
2574	15613.96908
2575	15612.62039
2576	15611.25168
2577	15609.33825
2578	15607.4918
2579	15605.98813
2580	15605.70603
2581	15604.99603
2582	15603.25045
2583	15601.9786
2584	15599.8041
2585	15598.35941
2586	15594.84111
2587	15593.13887
2588	15590.97295
2589	15590.85114
2590	15590.72156
2591	15587.79046
2592	15585.8433
2593	15584.66035
2594	15582.98047
2595	15579.49694
2596	15577.30296
2597	15575.39053
2598	15575.2105
2599	15573.30185
2600	15571.80152
2601	15571.67498
2602	15569.65989
2603	15568.46987
2604	15567.26842
2605	15567.08075
2606	15564.70907
2607	15561.45205
2608	15559.72697
2609	15559.58736
2610	15557.29313
2611	15557.15005
2612	15556.11202
2613	15554.96696
2614	15554.32268
2615	15552.27835
2616	15552.14779
2617	15550.18527
2618	15547.64341
2619	15547.38157
2620	15545.74225
2621	15543.21444
2622	15542.0161
2623	15540.47533
2624	15538.71299
2625	15537.26238
2626	15537.12188
2627	15535.11352
2628	15533.09343
2629	15530.30755
2630	15530.21004
2631	15528.45295
2632	15526.15739
2633	15523.19426
2634	15523.05473
2635	15522.92879
2636	15521.75165
2637	15521.60402
2638	15520.44294
2639	15519.27958
2640	15519.147
2641	15515.71374
2642	15513.73538
2643	15510.18131
2644	15507.06698
2645	15505.54428
2646	15504.1714
2647	15503.08111
2648	15501.42818
2649	15499.63395
2650	15497.34705
2651	15496.84806
2652	15494.86324
2653	15494.6695
2654	15493.73657
2655	15491.65178
2656	15490.63669
2657	15488.6144
2658	15485.51022
2659	15483.98015
2660	15483.28614
2661	15483.1502
2662	15481.3937
2663	15479.67331
2664	15477.92251
2665	15476.24482
2666	15474.26179
2667	15472.55848
2668	15472.08711
2669	15470.3874
2670	15470.21596
2671	15470.11758
2672	15468.27782
2673	15466.58104
2674	15466.45957
2675	15464.1918
2676	15461.97876
2677	15460.98803
2678	15459.53968
2679	15458.02927
2680	15457.89076
2681	15456.70297
2682	15453.79651
2683	15452.1223
2684	15450.35089
2685	15448.63347
2686	15446.95611
2687	15446.64529
2688	15444.01608
2689	15441.25675
2690	15441.05765
2691	15440.00443
2692	15437.87023
2693	15435.28213
2694	15432.85937
2695	15430.12922
2696	15427.29069
2697	15425.46554
2698	15424.14197
2699	15422.44526
2700	15420.98872
2701	15419.14911
2702	15419.02175
2703	15417.75294
2704	15417.61122
2705	15415.82897
2706	15412.62752
2707	15412.47843
2708	15412.36535
2709	15412.2739
2710	15410.99439
2711	15410.87902
2712	15408.15918
2713	15405.00252
2714	15402.59679
2715	15399.17027
2716	15395.86694
2717	15391.20095
2718	15389.47217
2719	15387.7908
2720	15385.72237
2721	15385.31143
2722	15383.52472
2723	15380.22216
2724	15378.09025
2725	15376.50624
2726	15375.12521
2727	15373.28587
2728	15372.02506
2729	15369.38173
2730	15368.50306
2731	15368.34638
2732	15365.74683
2733	15362.05023
2734	15361.46616
2735	15359.67994
2736	15356.01494
2737	15354.43819
2738	15352.34687
2739	15350.16394
2740	15349.19307
2741	15347.02176
2742	15345.62681
2743	15344.04747
2744	15342.28264
2745	15342.09551
2746	15340.87764
2747	15339.43087
2748	15339.3165
2749	15335.94045
2750	15334.30893
2751	15332.88828
2752	15330.23527
2753	15329.64037
2754	15326.00248
2755	15325.00782
2756	15324.16441
2757	15324.00396
2758	15322.18635
2759	15320.98507
2760	15319.56895
2761	15317.28643
2762	15315.88067
2763	15315.76452
2764	15312.48401
2765	15309.13703
2766	15307.41324
2767	15307.09258
2768	15305.71386
2769	15304.28102
2770	15304.19186
2771	15301.20897
2772	15299.82624
2773	15297.80084
2774	15295.67135
2775	15294.09828
2776	15291.92265
2777	15289.95034
2778	15288.33375
2779	15286.38599
2780	15286.25223
2781	15284.94866
2782	15282.81021
2783	15281.31795
2784	15276.75892
2785	15274.09097
2786	15272.80598
2787	15270.97151
2788	15269.12729
2789	15268.95921
2790	15266.50484
2791	15264.34939
2792	15262.82806
2793	15261.23983
2794	15259.77035
2795	15259.12271
2796	15258.98995
2797	15255.88757
2798	15253.92985
2799	15251.0038
2800	15248.99614
2801	15246.53995
2802	15246.38939
2803	15244.36634
2804	15241.91394
2805	15240.50584
2806	15238.62852
2807	15238.18793
2808	15238.05393
2809	15236.56745
2810	15235.12362
2811	15235.03765
2812	15233.33155
2813	15232.08039
2814	15230.23168
2815	15228.52326
2816	15226.76602
2817	15224.72305
2818	15223.72002
2819	15222.19918
2820	15220.36636
2821	15218.76179
2822	15216.32784
2823	15215.06208
2824	15213.47519
2825	15211.30634
2826	15209.8251
2827	15207.8449
2828	15207.73608
2829	15207.64266
2830	15205.4598
2831	15205.01117
2832	15203.85169
2833	15202.70968
2834	15201.43014
2835	15201.03886
2836	15199.16806
2837	15198.9639
2838	15198.06109
2839	15196.97202
2840	15195.06512
2841	15193.86564
2842	15192.28178
2843	15190.32283
2844	15189.62932
2845	15187.57147
2846	15185.4664
2847	15183.15816
2848	15181.15723
2849	15179.08885
2850	15177.5084
2851	15175.80487
2852	15175.70133
2853	15174.19235
2854	15172.74516
2855	15172.06316
2856	15169.32721
2857	15166.92561
2858	15165.22595
2859	15163.3829
2860	15161.38738
2861	15159.44106
2862	15158.42816
2863	15156.68637
2864	15156.57507
2865	15156.11339
2866	15154.44252
2867	15153.35673
2868	15151.30326
2869	15149.9551
2870	15147.67937
2871	15147.58055
2872	15146.5324
2873	15145.251
2874	15144.78086
2875	15144.66936
2876	15143.76033
2877	15142.71199
2878	15141.37423
2879	15141.25924
2880	15140.49488
2881	15138.94218
2882	15138.80779
2883	15134.99011
2884	15133.09617
2885	15131.10578
2886	15129.3997
2887	15128.03797
2888	15124.79441
2889	15122.84711
2890	15119.99175
2891	15117.10911
2892	15115.11503
2893	15113.07983
2894	15111.37422
2895	15109.12916
2896	15107.68051
2897	15105.79907
2898	15103.89335
2899	15100.60222
2900	15099.23662
2901	15096.73945
2902	15094.94072
2903	15093.90125
2904	15092.23765
2905	15090.61213
2906	15090.23006
2907	15086.67981
2908	15085.59167
2909	15084.13461
2910	15082.57117
2911	15081.03841
2912	15078.62603
2913	15077.06254
2914	15075.29969
2915	15073.3146
2916	15072.7704
2917	15071.10842
2918	15068.56574
2919	15066.42863
2920	15064.84652
2921	15064.72142
2922	15062.82966
2923	15061.25272
2924	15058.94028
2925	15058.82208
2926	15058.71045
2927	15057.61889
2928	15055.96905
2929	15054.3241
2930	15051.47075
2931	15050.31073
2932	15049.08937
2933	15047.53337
2934	15047.04164
2935	15045.71818
2936	15045.50752
2937	15045.28716
2938	15045.1798
2939	15043.54859
2940	15040.71395
2941	15039.47654
2942	15037.11793
2943	15034.32205
2944	15033.33511
2945	15031.47635
2946	15029.79611
2947	15028.49719
2948	15027.96393
2949	15026.89465
2950	15025.63883
2951	15024.01805
2952	15022.27929
2953	15022.17738
2954	15019.8168
2955	15017.97862
2956	15017.88229
2957	15017.67766
2958	15015.83275
2959	15015.70492
2960	15013.71048
2961	15012.05668
2962	15010.12026
2963	15009.32766
2964	15007.61749
2965	15006.11528
2966	15004.01989
2967	15002.51891
2968	15000.87355
2969	14999.6702
2970	14999.57034
2971	14997.46478
2972	14996.364
2973	14995.69796
2974	14993.3734
2975	14992.1683
2976	14989.9779
2977	14988.35168
2978	14984.54559
2979	14982.60781
2980	14979.84717
2981	14976.71145
2982	14975.0598
2983	14972.97725
2984	14970.05528
2985	14968.16958
2986	14965.05403
2987	14963.63417
2988	14962.20861
2989	14959.99428
2990	14957.7486
2991	14956.66103
2992	14955.77971
2993	14953.41658
2994	14950.31785
2995	14948.49176
2996	14946.80503
2997	14944.92155
2998	14943.13795
2999	14942.8481
3000	14940.73358
3001	14937.30784
3002	14934.59921
3003	14932.94062
3004	14931.48408
3005	14929.25371
3006	14926.57608
3007	14924.76736
3008	14924.56455
3009	14922.60645
3010	14921.32544
3011	14917.9452
3012	14917.85124
3013	14915.91089
3014	14915.34339
3015	14914.50143
3016	14913.72069
3017	14912.01563
3018	14910.87592
3019	14908.97513
3020	14907.83386
3021	14905.90806
3022	14904.02028
3023	14902.65056
3024	14900.7598
3025	14899.15406
3026	14897.97042
3027	14897.86576
3028	14894.47096
3029	14892.92004
3030	14891.64646
3031	14890.39525
3032	14890.30497
3033	14888.55431
3034	14887.23112
3035	14887.14101
3036	14884.27833
3037	14882.00866
3038	14880.23832
3039	14878.238
3040	14876.47925
3041	14875.36444
3042	14874.16219
3043	14872.93819
3044	14871.90394
3045	14870.37427
3046	14869.38165
3047	14868.11783
3048	14866.68655
3049	14864.72412
3050	14862.84957
3051	14861.83736
3052	14860.68797
3053	14857.12195
3054	14855.5786
3055	14855.48241
3056	14853.82176
3057	14852.38736
3058	14849.36303
3059	14848.35272
3060	14846.23237
3061	14845.63293
3062	14845.4453
3063	14843.11831
3064	14842.07322
3065	14841.04611
3066	14839.59428
3067	14836.62656
3068	14835.62124
3069	14834.25827
3070	14832.71065
3071	14830.76439
3072	14830.43726
3073	14829.57095
3074	14828.47998
3075	14827.38891
3076	14824.38546
3077	14822.81305
3078	14820.69165
3079	14819.27427
3080	14817.25777
3081	14815.29937
3082	14814.10643
3083	14812.36838
3084	14812.16681
3085	14810.757
3086	14808.66725
3087	14806.03701
3088	14805.44859
3089	14804.32684
3090	14802.94542
3091	14801.29821
3092	14800.13819
3093	14800.05058
3094	14799.9475
3095	14798.30317
3096	14796.88416
3097	14794.84901
3098	14791.8003
3099	14789.69828
3100	14787.91445
3101	14786.64762
3102	14785.53365
3103	14782.55991
3104	14781.22376
3105	14778.10293
3106	14777.12835
3107	14775.17099
3108	14773.20087
3109	14772.00381
3110	14770.47687
3111	14769.63919
3112	14768.98096
3113	14767.49543
3114	14767.40014
3115	14766.44437
3116	14764.64897
3117	14762.08618
3118	14760.4088
3119	14758.74613
3120	14756.78208
3121	14753.2342
3122	14751.37513
3123	14749.53097
3124	14748.73567
3125	14746.90443
3126	14745.28984
3127	14743.08246
3128	14741.03635
3129	14739.43812
3130	14737.96165
3131	14735.88056
3132	14734.56501
3133	14732.86635
3134	14731.57199
3135	14729.32453
3136	14729.22569
3137	14728.27717
3138	14726.26331
3139	14724.4813
3140	14723.01152
3141	14721.53683
3142	14720.06869
3143	14718.53742
3144	14717.58103
3145	14716.0278
3146	14714.12969
3147	14712.31096
3148	14710.1645
3149	14708.83985
3150	14707.37788
3151	14705.04001
3152	14702.99351
3153	14701.35353
3154	14699.42054
3155	14697.58615
3156	14696.21435
3157	14694.94758
3158	14694.80073
3159	14693.18812
3160	14691.73217
3161	14691.66628
3162	14688.69177
3163	14686.55784
3164	14685.28113
3165	14683.39101
3166	14680.7189
3167	14679.42267
3168	14676.59158
3169	14676.51482
3170	14674.48061
3171	14672.70838
3172	14670.80172
3173	14668.75234
3174	14667.34538
3175	14665.25017
3176	14665.14976
3177	14663.75727
3178	14661.81565
3179	14660.13019
3180	14658.00708
3181	14657.78607
3182	14656.02447
3183	14654.37397
3184	14652.44001
3185	14651.14194
3186	14649.30917
3187	14648.28529
3188	14645.91617
3189	14642.97146
3190	14640.03657
3191	14638.99987
3192	14637.68896
3193	14636.09898
3194	14634.36618
3195	14633.08915
3196	14632.44569
3197	14630.37737
3198	14629.05
3199	14628.14641
3200	14627.49756
3201	14627.37856
3202	14624.58862
3203	14622.42675
3204	14620.87871
3205	14620.63826
3206	14619.6776
3207	14618.20695
3208	14616.61064
3209	14614.85945
3210	14613.18975
3211	14612.45545
3212	14610.41954
3213	14608.68335
3214	14607.23489
3215	14607.10663
3216	14605.08422
3217	14602.26258
3218	14601.79113
